"ID";"FECHA";"REFERENCIA";"NOMBRE";"DEPARTAMENTO";"SUB1";"SUB2";"SUB3";"SUB4";"SUB5";"CANTIDAD";"TOTAL VENTA";"COSTOS"
"267101";"2018-01-06";"ABC1493";"COCHE ABC";"2";"9";"0";"0";"0";"0";"1";"12000";"7750"
"268467";"2018-01-10";"ACTI221";"MORRAL ACTIVO REF J/221 J/1971";"4";"19";"108";"0";"0";"0";"1";"24000";"0"
"269115";"2018-01-12";"ACTI221";"MORRAL ACTIVO REF J/221 J/1971";"4";"19";"108";"0";"0";"0";"1";"30000";"0"
"268428";"2018-01-10";"ACTI589";"MORRAL ACTIVO SURTIDO";"4";"19";"0";"0";"0";"0";"1";"33900";"22000"
"268596";"2018-01-11";"ACTI589";"MORRAL ACTIVO SURTIDO";"4";"19";"0";"0";"0";"0";"1";"33900";"22000"
"268702";"2018-01-11";"ACUA006";"BRASSIER DAMA ACUARELLA 2006 - 2002";"1";"4";"28";"35";"0";"0";"1";"22900";"12555"
"266748";"2018-01-05";"ADAX110";"SUECO HM MILITAR ADAX REF 5110";"3";"14";"84";"0";"0";"0";"1";"21000";"15000"
"266329";"2018-01-04";"ADAX770";"SUECO NINO ADAX REF 4770/4973";"3";"14";"82";"0";"0";"0";"1";"6000";"4000"
"267745";"2018-01-09";"ADIB026";"CALZADO COLEGIAL ADIDAS BLANCO TLL26";"4";"20";"109";"0";"0";"28";"1";"31900";"18000"
"269029";"2018-01-12";"ADIB029";"CALZADO COLEGIAL ADIDAS BLANCO TALLA 29";"4";"20";"109";"0";"0";"31";"1";"34900";"20000"
"268595";"2018-01-11";"ADIB040";"CALZADO COLEGIAL BLANCO TLL40";"4";"20";"109";"0";"0";"16";"1";"39900";"25000"
"267821";"2018-01-09";"ADIB042";"CALZADO COLEGIAL ADIDAS BLANCO TALLA 42";"4";"20";"109";"0";"0";"44";"1";"39900";"25000"
"265791";"2018-01-03";"ADID011";"CAMISETA DAMA ADIDAS VARIAS REF";"1";"4";"29";"29";"0";"0";"1";"19000";"11125"
"266314";"2018-01-04";"ADID014";"ZAPATILLAS HM ADIDAS 34 AL 43";"3";"20";"109";"0";"0";"0";"1";"44000";"26552.46"
"266624";"2018-01-05";"ADID150";"LYCRA DM ADIDAS 2 RAYAS";"1";"4";"35";"51";"0";"0";"1";"21000";"0"
"267242";"2018-01-06";"ADID150";"LYCRA DM ADIDAS 2 RAYAS";"1";"4";"35";"51";"0";"0";"1";"21000";"0"
"267476";"2018-01-07";"ADID213";"CAMISETA HOMBRE SELECCION COLOMBIA ADIDAS";"1";"5";"19";"58";"0";"0";"1";"28000";"13727.27"
"268764";"2018-01-11";"ADID213";"CAMISETA HOMBRE SELECCION COLOMBIA ADIDAS";"1";"5";"19";"58";"0";"0";"1";"28000";"13727.27"
"265622";"2018-01-02";"ADID283";"ADIDAS DEPORTIVO 27 AL 32 NEO NINO";"2";"16";"92";"0";"0";"0";"1";"36900";"26000"
"267033";"2018-01-06";"ADID315";"CMSTA DM MARCAS";"1";"5";"39";"58";"0";"0";"1";"21900";"14571.43"
"267485";"2018-01-07";"ADID315";"CMSTA DM MARCAS";"1";"5";"39";"58";"0";"0";"1";"21900";"14571.43"
"270190";"2018-01-15";"ADID315";"CMSTA DM MARCAS";"1";"5";"39";"58";"0";"0";"2";"33600";"29142.86"
"265930";"2018-01-03";"ADID320";"SUDADERA DM MARCAS ALGODON MARTIN";"1";"4";"134";"0";"0";"0";"1";"38400";"0"
"266118";"2018-01-03";"ADID361";"PANTALONETA NINO MARK";"1";"3";"25";"0";"0";"0";"2";"28000";"19666.66"
"265488";"2018-01-02";"ADID999";"PANTALONETA HM MARCAS ";"1";"5";"45";"0";"0";"0";"3";"77700";"45173.07"
"265801";"2018-01-03";"ADID999";"PANTALONETA HM MARCAS ";"1";"5";"45";"0";"0";"0";"3";"77700";"45173.07"
"266155";"2018-01-04";"ADID999";"PANTALONETA HM MARCAS ";"1";"5";"45";"0";"0";"0";"1";"25900";"15057.69"
"266906";"2018-01-06";"ADID999";"PANTALONETA HM MARCAS ";"1";"5";"45";"0";"0";"0";"2";"51800";"30115.38"
"267475";"2018-01-07";"ADID999";"PANTALONETA HM MARCAS ";"1";"5";"45";"0";"0";"0";"2";"51800";"30115.38"
"267550";"2018-01-08";"ADID999";"PANTALONETA HM MARCAS ";"1";"5";"45";"0";"0";"0";"1";"25900";"15057.69"
"266197";"2018-01-04";"ADOR001";"ADORO PEGANTE ";"2";"21";"112";"0";"0";"0";"2";"4200";"2991.98"
"266751";"2018-01-05";"ADOR001";"ADORO PEGANTE ";"2";"21";"112";"0";"0";"0";"2";"4200";"2991.98"
"267813";"2018-01-09";"ADOR001";"ADORO PEGANTE ";"2";"21";"112";"0";"0";"0";"2";"4200";"2991.98"
"269775";"2018-01-14";"ADOR001";"ADORO PEGANTE ";"2";"21";"112";"0";"0";"0";"1";"2100";"1495.99"
"270524";"2018-01-15";"ADOR001";"ADORO PEGANTE ";"2";"21";"112";"0";"0";"0";"1";"2100";"1495.99"
"266141";"2018-01-04";"ADOR003";"REMOVEDOR ADORI GRANDE";"5";"21";"112";"85";"0";"0";"1";"1900";"1325"
"266603";"2018-01-05";"ADOR003";"REMOVEDOR ADORI GRANDE";"5";"21";"112";"85";"0";"0";"1";"1900";"1325"
"268441";"2018-01-10";"ADOR003";"REMOVEDOR ADORI GRANDE";"5";"21";"112";"85";"0";"0";"1";"1900";"1325"
"266337";"2018-01-04";"ADOR007";"ADORO UNAS POSTIZAS";"5";"21";"112";"84";"0";"0";"3";"2700";"937.5"
"266571";"2018-01-05";"ADOR007";"ADORO UNAS POSTIZAS";"5";"21";"112";"84";"0";"0";"1";"900";"312.5"
"267899";"2018-01-09";"ADOR007";"ADORO UNAS POSTIZAS";"5";"21";"112";"84";"0";"0";"1";"900";"312.5"
"265493";"2018-01-02";"ADORI001";"REMOVEDOR ADORI MINI";"5";"21";"112";"85";"0";"0";"1";"700";"500"
"265861";"2018-01-03";"ADORI001";"REMOVEDOR ADORI MINI";"5";"21";"112";"85";"0";"0";"1";"700";"500"
"266651";"2018-01-05";"ADORI001";"REMOVEDOR ADORI MINI";"5";"21";"112";"85";"0";"0";"1";"700";"500"
"266945";"2018-01-06";"ADORI001";"REMOVEDOR ADORI MINI";"5";"21";"112";"85";"0";"0";"2";"1400";"1000"
"267389";"2018-01-07";"ADORI001";"REMOVEDOR ADORI MINI";"5";"21";"112";"85";"0";"0";"1";"600";"500"
"269884";"2018-01-14";"ADORI001";"REMOVEDOR ADORI MINI";"5";"21";"112";"85";"0";"0";"1";"700";"500"
"265497";"2018-01-02";"ADORI002";"REMOVEDOR ADORI MEDIANO";"5";"21";"112";"85";"0";"0";"1";"1200";"704.55"
"266878";"2018-01-05";"ADORI002";"REMOVEDOR ADORI MEDIANO";"5";"21";"112";"85";"0";"0";"1";"1200";"704.55"
"268716";"2018-01-11";"ADORI002";"REMOVEDOR ADORI MEDIANO";"5";"21";"112";"85";"0";"0";"1";"1200";"704.55"
"269836";"2018-01-14";"AENA813";"BLUSA DAMA AENA REF B8134";"1";"4";"29";"39";"0";"0";"1";"10000";"7000"
"265405";"2018-01-02";"AFRI332";"CANDADO AFRICAN 32MM";"2";"0";"0";"0";"0";"0";"1";"2900";"1305.56"
"266854";"2018-01-05";"AGEN002";"AGENDA 5 MATERIAS PASTA DURA CUADRICULADA";"4";"17";"95";"65";"13";"0";"1";"11500";"8398.4"
"269760";"2018-01-14";"AGEN002";"AGENDA 5 MATERIAS PASTA DURA CUADRICULADA";"4";"17";"95";"65";"13";"0";"4";"46000";"33697.24"
"265820";"2018-01-03";"AILI199";"TOP DAMA AILIN REF A8199";"1";"4";"28";"36";"0";"0";"1";"9000";"0"
"266671";"2018-01-05";"AILI217";"TOP DM AILIN REF 7217";"1";"4";"28";"36";"0";"0";"2";"16000";"0"
"267396";"2018-01-07";"AILI217";"TOP DM AILIN REF 7217";"1";"4";"28";"36";"0";"0";"1";"8000";"0"
"267711";"2018-01-09";"AILI217";"TOP DM AILIN REF 7217";"1";"4";"28";"36";"0";"0";"1";"8000";"0"
"270188";"2018-01-15";"AILI217";"TOP DM AILIN REF 7217";"1";"4";"28";"36";"0";"0";"2";"13600";"0"
"270151";"2018-01-15";"AILI793";"BRASSIER SENORERO AILIN REF 4793D";"1";"4";"28";"35";"9";"0";"1";"6000";"0"
"269499";"2018-01-13";"AIME8081";"CHANCLA DAMA AIME081Y TRANPARENTE";"3";"14";"83";"0";"0";"0";"1";"6900";"4500"
"268697";"2018-01-11";"AIRS002";"PANTALONETA NI O AIR SPORT ";"1";"3";"25";"0";"0";"0";"0";"0";"0"
"265685";"2018-01-02";"AIRS111";"PANTALONETA AIRS SPORT FIT 34111";"1";"5";"45";"0";"0";"0";"1";"23000";"0"
"269837";"2018-01-14";"AIRS111";"PANTALONETA AIRS SPORT FIT 34111";"1";"5";"45";"0";"0";"0";"1";"23000";"0"
"267850";"2018-01-09";"AIRS406";"CAPRI HOMBRE AIR SPORT REF 234406";"1";"5";"42";"0";"0";"0";"1";"19900";"14280"
"270312";"2018-01-15";"AIRS408";"CAPRI  HOMBRE AIR SPORT";"1";"5";"42";"0";"0";"0";"1";"20900";"14500"
"267435";"2018-01-07";"AIZH708";"CHUPO BB AIZHILANG 15708";"1";"1";"7";"8";"0";"0";"1";"4900";"0"
"267849";"2018-01-09";"AIZH708";"CHUPO BB AIZHILANG 15708";"1";"1";"7";"8";"0";"0";"1";"4900";"0"
"269571";"2018-01-13";"AJED094";"AJEDRES MADERA PEQ ";"2";"9";"68";"0";"0";"0";"1";"5400";"4500"
"270314";"2018-01-15";"AJED094";"AJEDRES MADERA PEQ ";"2";"9";"68";"0";"0";"0";"1";"6900";"4500"
"266506";"2018-01-05";"AJUA003";"AJUAR BEBE CAJA GRANDE SURTIDOS ";"1";"1";"0";"0";"0";"0";"1";"17900";"9568"
"267439";"2018-01-07";"AJUA003";"AJUAR BEBE CAJA GRANDE SURTIDOS ";"1";"1";"0";"0";"0";"0";"2";"35800";"19136"
"269885";"2018-01-14";"AJUA015";"AJUAR BEBE CAMISETAS";"1";"1";"6";"0";"0";"0";"1";"17000";"11500"
"265890";"2018-01-03";"AJUA332";"AJUAR BEBE MEDIANO ";"1";"1";"6";"0";"0";"0";"1";"14000";"8686.67"
"267656";"2018-01-08";"ALBE735";"PIJAMA NINO P/L ALBERTINI KIDS REF 1735";"1";"3";"24";"33";"0";"0";"1";"23000";"0"
"265421";"2018-01-02";"ALCA004";"ALCANCIA DE CERAMICA MARIQUITAA";"2";"13";"0";"0";"0";"0";"1";"7900";"5583"
"265500";"2018-01-02";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"9";"8100";"5019.03"
"265900";"2018-01-03";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"5";"4250";"2788.35"
"266185";"2018-01-04";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"8";"7200";"4461.36"
"266529";"2018-01-05";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"10";"9000";"5576.7"
"266982";"2018-01-06";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"2";"1800";"1115.34"
"267388";"2018-01-07";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"4";"3600";"2230.68"
"267581";"2018-01-08";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"2";"1800";"1115.34"
"267677";"2018-01-09";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"3";"2700";"1673.01"
"268176";"2018-01-10";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"3";"2700";"1673.01"
"268503";"2018-01-11";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"2";"1800";"1115.34"
"268926";"2018-01-12";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"4";"3600";"2230.68"
"269334";"2018-01-13";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"2";"1800";"1115.34"
"269827";"2018-01-14";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"1";"900";"557.67"
"270328";"2018-01-15";"ALCA098";"ALCANCIA GRANDE ";"2";"0";"0";"0";"0";"0";"5";"4000";"2788.35"
"265466";"2018-01-02";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"7";"4900";"3203.83"
"265735";"2018-01-03";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"4";"2650";"1830.76"
"266124";"2018-01-04";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"6";"4200";"2746.14"
"266546";"2018-01-05";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"3";"2100";"1373.07"
"266909";"2018-01-06";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"1";"700";"457.69"
"267483";"2018-01-07";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"1";"700";"457.69"
"267582";"2018-01-08";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"1";"700";"457.69"
"267778";"2018-01-09";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"3";"2100";"1373.07"
"268151";"2018-01-10";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"5";"3500";"2288.45"
"268831";"2018-01-11";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"1";"700";"457.69"
"269176";"2018-01-12";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"3";"2100";"1373.07"
"269402";"2018-01-13";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"2";"1400";"915.38"
"269750";"2018-01-14";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"1";"700";"457.69"
"270228";"2018-01-15";"ALCA099";"ALCANCIA MEDIANA";"2";"0";"0";"0";"0";"0";"7";"4900";"3203.83"
"265425";"2018-01-02";"ALCA100";"ALCANCIA PEQUENA";"2";"0";"0";"0";"0";"0";"5";"3000";"1820"
"267520";"2018-01-08";"ALCA100";"ALCANCIA PEQUENA";"2";"0";"0";"0";"0";"0";"1";"600";"364"
"267676";"2018-01-09";"ALCA100";"ALCANCIA PEQUENA";"2";"0";"0";"0";"0";"0";"1";"600";"364"
"268556";"2018-01-11";"ALCA100";"ALCANCIA PEQUENA";"2";"0";"0";"0";"0";"0";"1";"600";"364"
"270394";"2018-01-15";"ALCA100";"ALCANCIA PEQUENA";"2";"0";"0";"0";"0";"0";"1";"600";"364"
"265427";"2018-01-02";"ALEN024";"SOMBRILLA DOBLE TELA";"2";"0";"0";"0";"0";"0";"1";"13900";"8500"
"267173";"2018-01-06";"ALEN024";"SOMBRILLA DOBLE TELA";"2";"0";"0";"0";"0";"0";"1";"13900";"8500"
"267272";"2018-01-06";"ALEX150";"MEDIA CLASICA HOMBRE ALEXANDER ";"1";"5";"17";"63";"0";"0";"2";"3800";"2666.8"
"268783";"2018-01-11";"ALEX150";"MEDIA CLASICA HOMBRE ALEXANDER ";"1";"5";"17";"63";"0";"0";"1";"1900";"1333.4"
"269952";"2018-01-15";"ALEX150";"MEDIA CLASICA HOMBRE ALEXANDER ";"1";"5";"17";"63";"0";"0";"30";"66000";"40002"
"267140";"2018-01-06";"ALEX423";"MEDIA C/U HOMBRE SERIA";"1";"5";"47";"64";"0";"0";"2";"4000";"2321.42"
"268304";"2018-01-10";"ALEX423";"MEDIA C/U HOMBRE SERIA";"1";"5";"47";"64";"0";"0";"1";"2000";"1160.71"
"269896";"2018-01-15";"ALEX423";"MEDIA C/U HOMBRE SERIA";"1";"5";"47";"64";"0";"0";"4";"7101.53";"4642.84"
"265531";"2018-01-02";"ALMI023";"CACHETERO NINA ALMIBAR REF 005/025";"1";"2";"8";"9";"0";"0";"1";"3900";"2253.52"
"266499";"2018-01-04";"ALMI054";"CALZON NINA ALMIBAR PRINCESS REF 054";"1";"2";"8";"9";"3";"0";"2";"8000";"4800"
"270130";"2018-01-15";"ALMI054";"CALZON NINA ALMIBAR PRINCESS REF 054";"1";"2";"8";"9";"3";"0";"1";"4000";"2400"
"268443";"2018-01-10";"ALMI104";"CALZON SENORERO ALMIBAR REF 104/101";"1";"4";"28";"34";"7";"0";"2";"11800";"7800"
"265828";"2018-01-03";"ALMI121";"CALZON SENONERO ALMIBAR REF 123/116/120/109/115";"1";"4";"28";"34";"7";"0";"1";"5900";"3786.78"
"266128";"2018-01-04";"ALMI121";"CALZON SENONERO ALMIBAR REF 123/116/120/109/115";"1";"4";"28";"34";"7";"0";"2";"11800";"7573.56"
"269792";"2018-01-14";"ALMI121";"CALZON SENONERO ALMIBAR REF 123/116/120/109/115";"1";"4";"28";"34";"7";"0";"1";"5900";"3786.78"
"265927";"2018-01-03";"ALMI508";"CONJUNTO ALMIBAR DAMA X 3";"1";"4";"28";"37";"0";"0";"1";"24900";"17800"
"266831";"2018-01-05";"ALMI508";"CONJUNTO ALMIBAR DAMA X 3";"1";"4";"28";"37";"0";"0";"1";"24900";"17800"
"265589";"2018-01-02";"ALMI605";"CONJUNTO DAMA ALMIBAR REF 605-617-624-641-644-601-618";"1";"4";"28";"37";"0";"0";"1";"21900";"15485"
"265748";"2018-01-03";"ALMI742";"CACHETERO DAMA ALMIBAR PRETINA NEONREF 742/739";"1";"4";"28";"34";"8";"0";"1";"6000";"0"
"266733";"2018-01-05";"ALMI742";"CACHETERO DAMA ALMIBAR PRETINA NEONREF 742/739";"1";"4";"28";"34";"8";"0";"1";"6000";"0"
"268355";"2018-01-10";"ALMI742";"CACHETERO DAMA ALMIBAR PRETINA NEONREF 742/739";"1";"4";"28";"34";"8";"0";"1";"6000";"0"
"268908";"2018-01-12";"ALMI742";"CACHETERO DAMA ALMIBAR PRETINA NEONREF 742/739";"1";"4";"28";"34";"8";"0";"2";"12000";"0"
"265507";"2018-01-02";"ALMI752";"CACHETERO ALMIBAR DAMA REF 752- 850";"1";"4";"28";"34";"8";"0";"1";"4900";"3484.62"
"267588";"2018-01-08";"ALMI752";"CACHETERO ALMIBAR DAMA REF 752- 850";"1";"4";"28";"34";"8";"0";"2";"9800";"6969.24"
"268657";"2018-01-11";"ALMI752";"CACHETERO ALMIBAR DAMA REF 752- 850";"1";"4";"28";"34";"8";"0";"2";"9800";"6969.24"
"269255";"2018-01-12";"ALMI752";"CACHETERO ALMIBAR DAMA REF 752- 850";"1";"4";"28";"34";"8";"0";"4";"19600";"13938.48"
"266417";"2018-01-04";"ALMI774";"CACHETERO ENCAJE ALMIBAR";"1";"4";"8";"0";"0";"0";"1";"4900";"3500"
"268208";"2018-01-10";"ALMI901";"BRASSIER DM ALMIBAR REF 901/925";"1";"4";"28";"35";"10";"0";"1";"17000";"0"
"266622";"2018-01-05";"ALMI911";"BRASSIER DM ALMIBAR REF 911";"1";"4";"28";"35";"0";"0";"1";"10900";"7550.92"
"266066";"2018-01-03";"ALMI916";"BRASSIER DM ALMIBAR REF 916";"1";"4";"28";"35";"10";"0";"1";"18000";"0"
"267030";"2018-01-06";"ALMI916";"BRASSIER DM ALMIBAR REF 916";"1";"4";"28";"35";"10";"0";"1";"18000";"0"
"270367";"2018-01-15";"ALMO350";"ALMOHADA FLOR DETALLE ";"2";"8";"0";"0";"0";"0";"2";"10000";"7000"
"266863";"2018-01-05";"ALMO420";"ALMOHADA BB ORTOPEDICA COJIN";"1";"1";"4";"0";"0";"0";"1";"6000";"0"
"265659";"2018-01-02";"ALMO562";"ALMOHADA ECO ";"6";"27";"122";"109";"0";"0";"2";"9800";"6341.18"
"266961";"2018-01-06";"ALMO562";"ALMOHADA ECO ";"6";"27";"122";"109";"0";"0";"3";"14700";"9511.77"
"270514";"2018-01-15";"ALMO562";"ALMOHADA ECO ";"6";"27";"122";"109";"0";"0";"1";"4900";"3170.59"
"267854";"2018-01-09";"ALMO599";"ALMOHADA ECO";"6";"27";"122";"109";"0";"0";"3";"17700";"11100"
"268102";"2018-01-10";"ALMO599";"ALMOHADA ECO";"6";"27";"122";"109";"0";"0";"10";"59000";"37000"
"268504";"2018-01-11";"ALMO599";"ALMOHADA ECO";"6";"27";"122";"109";"0";"0";"2";"11800";"7400"
"270358";"2018-01-15";"ALMO599";"ALMOHADA ECO";"6";"27";"122";"109";"0";"0";"2";"11800";"7400"
"265970";"2018-01-03";"ALOM037";"CACHETERO X3 DM ALOMA REF 7037";"1";"4";"28";"34";"8";"0";"1";"10000";"0"
"269962";"2018-01-15";"AMAZ246";"TOALLA AMAZONAS";"6";"27";"123";"116";"0";"0";"12";"106800";"66000"
"265854";"2018-01-03";"AMBA419";"CONJUNTO INTERIOR DAMA AMBAR REF 419";"1";"4";"28";"37";"0";"0";"1";"25900";"18600"
"270387";"2018-01-15";"AMBA439";"BRASIEL DAMA AMBAR";"1";"4";"28";"35";"10";"0";"1";"23900";"15750"
"265460";"2018-01-02";"AMER906";"PAQ X3 MEDIA HOMBRE AMERICAN TEXAS";"1";"5";"47";"0";"0";"0";"4";"14000";"7782.76"
"265798";"2018-01-03";"AMER906";"PAQ X3 MEDIA HOMBRE AMERICAN TEXAS";"1";"5";"47";"0";"0";"0";"5";"17500";"9728.45"
"266131";"2018-01-04";"AMER906";"PAQ X3 MEDIA HOMBRE AMERICAN TEXAS";"1";"5";"47";"0";"0";"0";"1";"3500";"1945.69"
"266518";"2018-01-05";"AMER906";"PAQ X3 MEDIA HOMBRE AMERICAN TEXAS";"1";"5";"47";"0";"0";"0";"1";"3500";"1945.69"
"267453";"2018-01-07";"AMER906";"PAQ X3 MEDIA HOMBRE AMERICAN TEXAS";"1";"5";"47";"0";"0";"0";"1";"3500";"1945.69"
"268288";"2018-01-10";"AMER906";"PAQ X3 MEDIA HOMBRE AMERICAN TEXAS";"1";"5";"47";"0";"0";"0";"2";"7000";"3891.38"
"269127";"2018-01-12";"AMER906";"PAQ X3 MEDIA HOMBRE AMERICAN TEXAS";"1";"5";"47";"0";"0";"0";"1";"3500";"1945.69"
"269380";"2018-01-13";"AMER906";"PAQ X3 MEDIA HOMBRE AMERICAN TEXAS";"1";"5";"47";"0";"0";"0";"3";"10500";"5837.07"
"269864";"2018-01-14";"AMER906";"PAQ X3 MEDIA HOMBRE AMERICAN TEXAS";"1";"5";"47";"0";"0";"0";"1";"3500";"1945.69"
"270330";"2018-01-15";"AMER906";"PAQ X3 MEDIA HOMBRE AMERICAN TEXAS";"1";"5";"47";"0";"0";"0";"2";"5500";"3891.38"
"267036";"2018-01-06";"ANDI564";"CINTA ANCHA TRANSPARENTE ANDINA ";"4";"17";"97";"0";"0";"0";"1";"1900";"1349.63"
"267463";"2018-01-07";"ANDI564";"CINTA ANCHA TRANSPARENTE ANDINA ";"4";"17";"97";"0";"0";"0";"1";"1900";"1349.63"
"267553";"2018-01-08";"ANDI564";"CINTA ANCHA TRANSPARENTE ANDINA ";"4";"17";"97";"0";"0";"0";"1";"1900";"1349.63"
"267793";"2018-01-09";"ANDI564";"CINTA ANCHA TRANSPARENTE ANDINA ";"4";"17";"97";"0";"0";"0";"1";"1900";"1349.63"
"268586";"2018-01-11";"ANDI564";"CINTA ANCHA TRANSPARENTE ANDINA ";"4";"17";"97";"0";"0";"0";"4";"7600";"5398.52"
"266901";"2018-01-06";"ANGE089";"BLUSA DAMA ANGELICAL";"1";"4";"29";"40";"0";"0";"1";"16900";"11500"
"269717";"2018-01-14";"ANGE131";"VESTIDO NINA ANGELICAL VARIAS REF ";"1";"2";"131";"0";"0";"0";"1";"14900";"8190"
"267137";"2018-01-06";"ANGE162";"VESTIDO NINA ANGELICAL REF 162/165/168";"1";"2";"131";"0";"0";"0";"1";"17000";"0"
"269877";"2018-01-14";"ANGE162";"VESTIDO NINA ANGELICAL REF 162/165/168";"1";"2";"131";"0";"0";"0";"1";"17000";"0"
"266210";"2018-01-04";"ANGE827";"BLUSA DAMA ANGELICAL";"1";"4";"29";"40";"0";"0";"1";"15900";"10500"
"267154";"2018-01-06";"ANGE827";"BLUSA DAMA ANGELICAL";"1";"4";"29";"40";"0";"0";"-1";"-15900";"-10500"
"268251";"2018-01-10";"ANIL123";"ANILLO EN ACERO ";"2";"6";"54";"0";"0";"0";"1";"14000";"8000"
"267996";"2018-01-10";"ANIM533";"TARRO ANIMALES WORLD RF16533";"2";"9";"68";"0";"0";"0";"2";"15400";"0"
"269027";"2018-01-12";"ANIM533";"TARRO ANIMALES WORLD RF16533";"2";"9";"68";"0";"0";"0";"1";"7000";"0"
"268000";"2018-01-10";"ANIM656";"PAQ DE ANIMALES X6 SURTIDOS";"2";"7";"62";"0";"0";"0";"6";"19200";"9642"
"270403";"2018-01-15";"ANNI405";"JEANS NINA ANNISA TEENS";"1";"2";"11";"0";"0";"0";"1";"44900";"28448.99"
"267378";"2018-01-07";"ANNI410";"JEANS NINA ANNISA TEENS VARIAS REF";"1";"2";"11";"0";"0";"0";"1";"30000";"33000"
"268439";"2018-01-10";"ANTI334";"REPELENTE ANTIPIC X40ML";"5";"23";"0";"0";"0";"0";"1";"5300";"3917"
"266642";"2018-01-05";"APLI002";"APLICADOR DE SOMBRA X 10";"2";"0";"0";"0";"0";"0";"1";"1500";"583"
"269472";"2018-01-13";"APLI002";"APLICADOR DE SOMBRA X 10";"2";"0";"0";"0";"0";"0";"1";"1500";"583"
"268512";"2018-01-11";"ARCA905";"PORCELANA ARCANGEL GABRIEL RAFAEL SAN  MIGUEL ";"2";"13";"0";"0";"0";"0";"1";"14400";"7500"
"266890";"2018-01-05";"ARDE001";"TALCO ARDEN FOR MEN X85G ANTIBACTERIAL";"5";"22";"0";"0";"0";"0";"1";"5300";"3547.87"
"268066";"2018-01-10";"ARDE001";"TALCO ARDEN FOR MEN X85G ANTIBACTERIAL";"5";"22";"0";"0";"0";"0";"1";"5900";"3547.87"
"269917";"2018-01-15";"ARDE001";"TALCO ARDEN FOR MEN X85G ANTIBACTERIAL";"5";"22";"0";"0";"0";"0";"2";"10600";"7095.74"
"266397";"2018-01-04";"ARDE006";"CREMA DESODORANTE ARDEN X12G";"5";"23";"119";"96";"0";"0";"1";"800";"419.57"
"266750";"2018-01-05";"ARDE006";"CREMA DESODORANTE ARDEN X12G";"5";"23";"119";"96";"0";"0";"1";"800";"419.57"
"268373";"2018-01-10";"ARDE006";"CREMA DESODORANTE ARDEN X12G";"5";"23";"119";"96";"0";"0";"2";"1600";"839.14"
"270121";"2018-01-15";"ARDE006";"CREMA DESODORANTE ARDEN X12G";"5";"23";"119";"96";"0";"0";"1";"800";"419.57"
"266644";"2018-01-05";"ARDE078";"DESODORANTE ROLON ARDEN FORMEN  X30ML";"5";"22";"0";"0";"0";"0";"2";"5200";"3150.58"
"268522";"2018-01-11";"ARDE078";"DESODORANTE ROLON ARDEN FORMEN  X30ML";"5";"22";"0";"0";"0";"0";"3";"7800";"4725.87"
"269934";"2018-01-15";"ARDE078";"DESODORANTE ROLON ARDEN FORMEN  X30ML";"5";"22";"0";"0";"0";"0";"44";"131200";"69312.76"
"268067";"2018-01-10";"ARDE098";"DESODORANTE ARDEN FOR MEN CREMA X40G";"5";"23";"119";"0";"0";"0";"1";"2900";"1625.23"
"269093";"2018-01-12";"ARDE098";"DESODORANTE ARDEN FOR MEN CREMA X40G";"5";"23";"119";"0";"0";"0";"1";"2600";"1625.23"
